disease,description,precaution_1,precaution_2,precaution_3,precaution_4,drug
Hipertiroidisme,"Hipertiroidisme (tiroid yang terlalu aktif) terjadi ketika kelenjar tiroid Anda menghasilkan terlalu banyak hormon tiroksin. Hipertiroidisme dapat mempercepat metabolisme tubuh Anda, menyebabkan penurunan berat badan yang tidak disengaja dan detak jantung yang cepat atau tidak teratur.",makan sehat,pijat,Gunakan Lemon Balm,Ambil pengobatan yodium radioaktif,iodine / potassium iodide
Hipertiroidisme,"Hipertiroidisme (tiroid yang terlalu aktif) terjadi ketika kelenjar tiroid Anda menghasilkan terlalu banyak hormon tiroksin. Hipertiroidisme dapat mempercepat metabolisme tubuh Anda, menyebabkan penurunan berat badan yang tidak disengaja dan detak jantung yang cepat atau tidak teratur.",makan sehat,pijat,Gunakan Lemon Balm,Ambil pengobatan yodium radioaktif,sodium iodide-i-131
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,ciprofloxacin
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,nitrofurantoin
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,sulfamethoxazole / trimethoprim
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,amoxicillin
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,doxycycline
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,levofloxacin
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,ceftriaxone
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,amoxicillin / clavulanate
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,cefuroxime
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,trimethoprim
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,methenamine
Infeksi saluran kemih,"Infeksi saluran kemih: infeksi ginjal, ureter, kandung kemih, atau uretra. Uti yang disingkat. Tidak semua orang dengan ISK memiliki gejala, tetapi gejala umum termasuk dorongan yang sering untuk buang air kecil dan nyeri atau terbakar saat buang air kecil.",Minum banyak air,Tingkatkan asupan vitamin C,Minum jus cranberry,Ambil probiotik,ampicillin
Varises,"Vena yang telah membesar dan bengkok, sering muncul sebagai pembuluh darah biru yang menggembung yang terlihat jelas melalui kulit. Varises varises paling umum pada orang dewasa yang lebih tua, terutama wanita, dan terjadi terutama pada kaki.",berbaring telentang dan angkat kaki tinggi,Gunakan OinMents,Gunakan kompresi vena,jangan diam lama,polidocanol
Varises,"Vena yang telah membesar dan bengkok, sering muncul sebagai pembuluh darah biru yang menggembung yang terlihat jelas melalui kulit. Varises varises paling umum pada orang dewasa yang lebih tua, terutama wanita, dan terjadi terutama pada kaki.",berbaring telentang dan angkat kaki tinggi,Gunakan OinMents,Gunakan kompresi vena,jangan diam lama,sodium tetradecyl sulfate
AIDS,"Acquired Immunodeficiency Syndrome (AIDS) adalah kondisi kronis yang berpotensi mengancam jiwa yang disebabkan oleh virus imunodefisiensi manusia (HIV). Dengan merusak sistem kekebalan tubuh Anda, HIV mengganggu kemampuan tubuh Anda untuk melawan infeksi dan penyakit.",Hindari potongan terbuka,Kenakan APD jika memungkinkan,Konsultasikan dengan dokter,menindaklanjuti,dronabinol
AIDS,"Acquired Immunodeficiency Syndrome (AIDS) adalah kondisi kronis yang berpotensi mengancam jiwa yang disebabkan oleh virus imunodefisiensi manusia (HIV). Dengan merusak sistem kekebalan tubuh Anda, HIV mengganggu kemampuan tubuh Anda untuk melawan infeksi dan penyakit.",Hindari potongan terbuka,Kenakan APD jika memungkinkan,Konsultasikan dengan dokter,menindaklanjuti,megestrol
AIDS,"Acquired Immunodeficiency Syndrome (AIDS) adalah kondisi kronis yang berpotensi mengancam jiwa yang disebabkan oleh virus imunodefisiensi manusia (HIV). Dengan merusak sistem kekebalan tubuh Anda, HIV mengganggu kemampuan tubuh Anda untuk melawan infeksi dan penyakit.",Hindari potongan terbuka,Kenakan APD jika memungkinkan,Konsultasikan dengan dokter,menindaklanjuti,somatropin
Kelumpuhan (perdarahan otak),"Perdarahan intracerebral (ICH) adalah ketika darah tiba -tiba masuk ke jaringan otak, menyebabkan kerusakan pada otak Anda. Gejala biasanya muncul tiba -tiba selama ICH. Mereka termasuk sakit kepala, kelemahan, kebingungan, dan kelumpuhan, terutama di satu sisi tubuh Anda.",pijat,makan sehat,latihan,Konsultasikan dengan dokter,Paralysis akibat brain hemorrhage memerlukan penanganan medis kompleks. Segera konsultasikan ke dokter saraf.
Tifus,"Penyakit akut yang ditandai oleh demam yang disebabkan oleh infeksi dengan bakteri Salmonella typhi. Demam tifoid mengalami onset berbahaya, dengan demam, sakit kepala, sembelit, malaise, kedinginan, dan nyeri otot. Diare tidak umum, dan muntah biasanya tidak parah.",Makanlah Vegitables Kalori Tinggi,Terapi antiboitik,Konsultasikan dengan dokter,pengobatan,ciprofloxacin
Tifus,"Penyakit akut yang ditandai oleh demam yang disebabkan oleh infeksi dengan bakteri Salmonella typhi. Demam tifoid mengalami onset berbahaya, dengan demam, sakit kepala, sembelit, malaise, kedinginan, dan nyeri otot. Diare tidak umum, dan muntah biasanya tidak parah.",Makanlah Vegitables Kalori Tinggi,Terapi antiboitik,Konsultasikan dengan dokter,pengobatan,ceftriaxone
Tifus,"Penyakit akut yang ditandai oleh demam yang disebabkan oleh infeksi dengan bakteri Salmonella typhi. Demam tifoid mengalami onset berbahaya, dengan demam, sakit kepala, sembelit, malaise, kedinginan, dan nyeri otot. Diare tidak umum, dan muntah biasanya tidak parah.",Makanlah Vegitables Kalori Tinggi,Terapi antiboitik,Konsultasikan dengan dokter,pengobatan,azithromycin
Tifus,"Penyakit akut yang ditandai oleh demam yang disebabkan oleh infeksi dengan bakteri Salmonella typhi. Demam tifoid mengalami onset berbahaya, dengan demam, sakit kepala, sembelit, malaise, kedinginan, dan nyeri otot. Diare tidak umum, dan muntah biasanya tidak parah.",Makanlah Vegitables Kalori Tinggi,Terapi antiboitik,Konsultasikan dengan dokter,pengobatan,ampicillin
Hepatitis B,"Hepatitis B adalah infeksi hati Anda. Ini dapat menyebabkan jaringan parut organ, gagal hati, dan kanker. Ini bisa berakibat fatal jika tidak diobati. Ini menyebar ketika orang bersentuhan dengan darah, luka terbuka, atau cairan tubuh seseorang yang memiliki virus hepatitis B.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,entecavir
Hepatitis B,"Hepatitis B adalah infeksi hati Anda. Ini dapat menyebabkan jaringan parut organ, gagal hati, dan kanker. Ini bisa berakibat fatal jika tidak diobati. Ini menyebar ketika orang bersentuhan dengan darah, luka terbuka, atau cairan tubuh seseorang yang memiliki virus hepatitis B.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,tenofovir
Hepatitis B,"Hepatitis B adalah infeksi hati Anda. Ini dapat menyebabkan jaringan parut organ, gagal hati, dan kanker. Ini bisa berakibat fatal jika tidak diobati. Ini menyebar ketika orang bersentuhan dengan darah, luka terbuka, atau cairan tubuh seseorang yang memiliki virus hepatitis B.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,lamivudine
Hepatitis B,"Hepatitis B adalah infeksi hati Anda. Ini dapat menyebabkan jaringan parut organ, gagal hati, dan kanker. Ini bisa berakibat fatal jika tidak diobati. Ini menyebar ketika orang bersentuhan dengan darah, luka terbuka, atau cairan tubuh seseorang yang memiliki virus hepatitis B.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,adefovir
Hepatitis B,"Hepatitis B adalah infeksi hati Anda. Ini dapat menyebabkan jaringan parut organ, gagal hati, dan kanker. Ini bisa berakibat fatal jika tidak diobati. Ini menyebar ketika orang bersentuhan dengan darah, luka terbuka, atau cairan tubuh seseorang yang memiliki virus hepatitis B.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,tenofovir alafenamide
Hepatitis B,"Hepatitis B adalah infeksi hati Anda. Ini dapat menyebabkan jaringan parut organ, gagal hati, dan kanker. Ini bisa berakibat fatal jika tidak diobati. Ini menyebar ketika orang bersentuhan dengan darah, luka terbuka, atau cairan tubuh seseorang yang memiliki virus hepatitis B.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,interferon alfa-2b
Hepatitis B,"Hepatitis B adalah infeksi hati Anda. Ini dapat menyebabkan jaringan parut organ, gagal hati, dan kanker. Ini bisa berakibat fatal jika tidak diobati. Ini menyebar ketika orang bersentuhan dengan darah, luka terbuka, atau cairan tubuh seseorang yang memiliki virus hepatitis B.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,peginterferon alfa-2a
Hepatitis B,"Hepatitis B adalah infeksi hati Anda. Ini dapat menyebabkan jaringan parut organ, gagal hati, dan kanker. Ini bisa berakibat fatal jika tidak diobati. Ini menyebar ketika orang bersentuhan dengan darah, luka terbuka, atau cairan tubuh seseorang yang memiliki virus hepatitis B.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,peginterferon alfa-2b
Infeksi jamur,"Pada manusia, infeksi jamur terjadi ketika jamur yang menyerang mengambil alih area tubuh dan terlalu banyak untuk ditangani oleh sistem kekebalan tubuh. Jamur dapat hidup di udara, tanah, air, dan tanaman. Ada juga beberapa jamur yang hidup secara alami di dalam tubuh manusia. Seperti banyak mikroba, ada jamur yang bermanfaat dan jamur yang berbahaya.",mandi dua kali,Gunakan detol atau neem dalam air mandi,Jaga agar area yang terinfeksi tetap kering,Gunakan kain bersih,fluconazole
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,ribavirin
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,ledipasvir / sofosbuvir
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,sofosbuvir
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,sofosbuvir / velpatasvir
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,peginterferon alfa-2a
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,dasabuvir / ombitasvir / paritaprevir / ritonavir
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,elbasvir / grazoprevir
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,interferon alfa-2b
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,peginterferon alfa-2b
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,glecaprevir / pibrentasvir
Hepatitis C,"Peradangan hati karena virus hepatitis C (HCV), yang biasanya menyebar melalui transfusi darah (jarang), hemodialisis, dan tongkat jarum. Kerusakan yang dilakukan hepatitis C pada hati dapat menyebabkan sirosis dan komplikasinya serta kanker.",Konsultasikan dengan rumah sakit terdekat,Vaksinasi,makan sehat,pengobatan,sofosbuvir / velpatasvir / voxilaprevir
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,sumatriptan
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,rizatriptan
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,gabapentin
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,aspirin / butalbital / caffeine
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,cyclobenzaprine
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,diclofenac
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,naratriptan
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,almotriptan
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,zolmitriptan
Migrain,"Migrain dapat menyebabkan nyeri berdenyut parah atau sensasi berdenyut, biasanya di satu sisi kepala. Sering disertai mual, muntah, dan sensitivitas ekstrem terhadap cahaya dan suara. Serangan migrain dapat bertahan selama berjam -jam, dan rasa sakitnya bisa sangat parah sehingga mengganggu aktivitas sehari -hari Anda.",meditasi,mengurangi stres,Gunakan kacamata poloroid di bawah sinar matahari,Konsultasikan dengan dokter,eletriptan
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,montelukast
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,prednisone
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,ipratropium
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,flunisolide
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,methylprednisolone
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,dexamethasone
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,formoterol / mometasone
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,triamcinolone
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,fluticasone / vilanterol
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,levalbuterol
Asma bronkial,"Asma bronkial adalah kondisi medis yang menyebabkan jalur jalan napas paru -paru membengkak dan sempit. Karena pembengkakan ini, jalur udara menghasilkan kelebihan lendir membuatnya sulit untuk bernafas, yang mengakibatkan batuk, napas pendek, dan mengi. Penyakit ini kronis dan mengganggu kerja harian.",Beralih ke longgar awan,Ambil napas dalam -dalam,menjauh dari pemicu,mencari bantuan,ciclesonide
Hepatitis alkoholik,"Hepatitis alkoholik adalah kondisi yang sakit dan radang hati yang disebabkan oleh konsumsi alkohol berat selama periode waktu yang lama. Ini juga diperburuk dengan pesta minuman keras dan penggunaan alkohol yang berkelanjutan. Jika Anda mengembangkan kondisi ini, Anda harus berhenti minum alkohol",Hentikan konsumsi alkohol,Konsultasikan dengan dokter,pengobatan,menindaklanjuti,propylthiouracil
Hepatitis alkoholik,"Hepatitis alkoholik adalah kondisi yang sakit dan radang hati yang disebabkan oleh konsumsi alkohol berat selama periode waktu yang lama. Ini juga diperburuk dengan pesta minuman keras dan penggunaan alkohol yang berkelanjutan. Jika Anda mengembangkan kondisi ini, Anda harus berhenti minum alkohol",Hentikan konsumsi alkohol,Konsultasikan dengan dokter,pengobatan,menindaklanjuti,oxandrolone
Penyakit kuning,"Pewarnaan kuning kulit dan sclera (putih mata) dengan kadar darah pigmen empedu yang tidak normal. Kunnya meluas ke jaringan lain dan cairan tubuh. Yaundice pernah disebut ""Morbus Regius"" (Penyakit Regal) dengan keyakinan bahwa hanya sentuhan seorang raja yang bisa menyembuhkannya",Minum banyak air,Konsumsi susu thistle,makan buah -buahan dan makanan berserat tinggi,pengobatan,phenobarbital
Hepatitis E,Suatu bentuk peradangan hati yang jarang disebabkan oleh infeksi dengan virus hepatitis E (HEV). Ini ditransmisikan melalui makanan atau minuman yang ditangani oleh orang yang terinfeksi atau melalui pasokan air yang terinfeksi di daerah -daerah di mana tinja dapat masuk ke dalam air. Hepatitis E tidak menyebabkan penyakit hati kronis.,Hentikan konsumsi alkohol,istirahat,Konsultasikan dengan dokter,pengobatan,immune globulin intramuscular
Demam berdarah (Dengue),"Penyakit menular akut yang disebabkan oleh flavivirus (virus dengue spesies dari genus flavivirus), ditularkan oleh nyamuk Aedes, dan ditandai dengan sakit kepala, nyeri sendi yang parah, dan ruam. - Disebut juga demam breakbone, demam berdarah.",Minumlah jus daun pepaya,Hindari makanan pedas berlemak,Jauhkan nyamuk,tetap terhidrasi,acetaminophen
